日期,时间,CH1,CH2,CH3,CH4,CH5,CH6,COLD,,,
2025/8/8,8:26:28,233.52,195.03,140.43,115.15,102.23,68.6,24.89,,,
2025/8/8,8:26:30,233.28,195.02,140.43,115.07,102.14,68.89,24.89,,,
2025/8/8,8:26:32,233.13,195.03,140.5,114.89,102.06,69,24.89,,,
2025/8/8,8:26:34,232.87,195.06,140.5,114.82,102.2,69.15,24.89,,,
2025/8/8,8:26:36,232.61,195.09,140.53,114.73,101.93,69.12,24.89,,,
2025/8/8,8:26:38,232.44,195.09,140.58,114.56,101.79,69.04,24.89,,,
2025/8/8,8:26:40,232.19,195.05,140.59,114.42,101.7,68.96,24.88,,,
2025/8/8,8:26:42,231.96,195.03,140.62,114.25,101.76,69.09,24.88,,,
2025/8/8,8:26:44,231.75,195.05,140.68,114.06,101.84,69.09,24.88,,,
2025/8/8,8:26:46,231.5,195.06,140.75,113.9,101.79,69.17,24.88,,,
2025/8/8,8:26:48,231.21,195.06,140.75,113.79,101.81,69.23,24.88,,,
2025/8/8,8:26:50,231.05,195.09,140.81,113.56,101.65,69.29,24.87,,,
2025/8/8,8:26:52,230.78,195.06,140.87,113.4,101.48,69.45,24.87,,,
2025/8/8,8:26:54,230.46,195.06,140.91,113.26,101.46,69.48,24.87,,,
2025/8/8,8:26:56,230.25,195.09,140.97,113.09,101.67,69.26,24.87,,,
2025/8/8,8:26:58,230,195.13,141.06,112.95,101.73,69.21,24.87,,,
2025/8/8,8:27:00,229.74,195.16,141.09,112.87,101.76,69.25,24.87,,,
2025/8/8,8:27:02,229.59,195.15,141.18,112.7,101.68,69.23,24.87,,,
2025/8/8,8:27:04,229.31,195.15,141.21,112.64,101.68,69.29,24.86,,,
2025/8/8,8:27:06,229.06,195.18,141.27,112.54,101.59,69.32,24.86,,,
2025/8/8,8:27:08,228.87,195.21,141.33,112.48,101.73,69.39,24.86,,,
2025/8/8,8:27:10,228.62,195.21,141.4,112.45,101.75,69.42,24.86,,,
2025/8/8,8:27:12,228.37,195.19,141.43,112.4,101.84,69.46,24.86,,,
2025/8/8,8:27:14,228.22,195.21,141.47,112.29,101.75,69.53,24.85,,,
2025/8/8,8:27:16,227.97,195.18,141.53,112.2,101.67,69.56,24.85,,,
2025/8/8,8:27:18,227.71,195.18,141.58,112.14,101.64,69.65,24.85,,,
2025/8/8,8:27:20,227.53,195.16,141.62,112.04,101.54,69.65,24.85,,,
2025/8/8,8:27:22,227.18,195.16,141.65,111.87,101.42,69.59,24.85,,,
2025/8/8,8:27:24,226.94,195.12,141.71,111.79,101.34,69.43,24.85,,,
2025/8/8,8:27:26,226.71,195.05,141.71,111.56,101.26,69.42,24.84,,,
2025/8/8,8:27:28,226.53,195.02,141.74,111.4,101.04,69.53,24.84,,,
2025/8/8,8:27:30,226.5,194.94,141.77,111.23,101.01,69.68,24.84,,,
2025/8/8,8:27:32,226.25,194.93,141.8,111.09,101,69.6,24.84,,,
2025/8/8,8:27:34,226.09,194.93,141.8,110.89,101.04,69.48,24.83,,,
2025/8/8,8:27:36,225.86,194.9,141.81,110.78,101.21,69.53,24.83,,,
2025/8/8,8:27:38,225.22,194.91,141.86,110.7,101.4,69.68,24.83,,,
2025/8/8,8:27:40,225.08,194.93,141.88,110.65,101.67,69.67,24.82,,,
2025/8/8,8:27:42,224.84,194.93,141.93,110.65,101.82,69.53,24.82,,,
2025/8/8,8:27:44,224.66,194.93,141.93,110.59,101.93,69.42,24.82,,,
2025/8/8,8:27:46,224.53,194.91,141.99,110.56,102.06,69.34,24.82,,,
2025/8/8,8:27:48,224.31,194.93,142.02,110.5,102.09,69.29,24.82,,,
2025/8/8,8:27:50,224.09,194.93,142.08,110.43,102.06,69.26,24.82,,,
2025/8/8,8:27:52,223.93,194.96,142.09,110.4,102.06,69.34,24.81,,,
2025/8/8,8:27:54,223.71,194.99,142.12,110.37,102.15,69.43,24.81,,,
2025/8/8,8:27:56,223.46,195,142.15,110.4,102.39,69.51,24.81,,,
2025/8/8,8:27:58,223.09,195.02,142.21,110.43,102.59,69.4,24.81,,,
2025/8/8,8:28:00,222.91,195.03,142.28,110.48,102.7,69.29,24.81,,,
2025/8/8,8:28:02,222.68,195.05,142.31,110.5,102.76,69.31,24.81,,,
2025/8/8,8:28:04,222.44,195.06,142.37,110.54,102.87,69.34,24.81,,,
2025/8/8,8:28:06,222.28,195.09,142.43,110.54,102.93,69.26,24.81,,,
2025/8/8,8:28:08,221.93,195.15,142.52,110.51,102.87,69.29,24.81,,,
2025/8/8,8:28:10,221.56,195.15,142.58,110.46,102.95,69.26,24.81,,,
2025/8/8,8:28:12,221.41,195.18,142.66,110.42,102.89,69.18,24.8,,,
2025/8/8,8:28:14,221.16,195.19,142.77,110.35,102.89,69.01,24.8,,,
2025/8/8,8:28:16,220.96,195.21,142.84,110.26,102.84,69.15,24.8,,,
2025/8/8,8:28:18,220.87,195.18,142.93,110.15,102.76,69.21,24.8,,,
2025/8/8,8:28:20,220.63,195.18,143.03,110.09,102.73,69.4,24.8,,,
2025/8/8,8:28:22,220.43,195.18,143.09,109.98,102.6,69.59,24.8,,,
2025/8/8,8:28:24,220.25,195.16,143.18,109.79,102.31,69.6,24.79,,,
2025/8/8,8:28:26,220.05,195.16,143.28,109.76,102.06,69.54,24.79,,,
2025/8/8,8:28:28,219.81,195.19,143.34,109.75,102.12,69.51,24.79,,,
2025/8/8,8:28:30,219.66,195.25,143.43,109.73,102.26,69.46,24.8,,,
2025/8/8,8:28:32,219.4,195.31,143.52,109.7,102.39,69.43,24.8,,,
2025/8/8,8:28:34,219.13,195.3,143.53,109.6,102.45,69.31,24.79,,,
2025/8/8,8:28:36,218.99,195.33,143.62,109.48,102.59,69.18,24.8,,,
2025/8/8,8:28:38,218.74,195.38,143.66,109.26,102.7,69.01,24.8,,,
2025/8/8,8:28:40,218.5,195.46,143.71,109.18,102.81,68.78,24.8,,,
2025/8/8,8:28:42,218.34,195.41,143.71,109.04,102.87,68.82,24.79,,,
2025/8/8,8:28:44,218.11,195.4,143.75,108.92,102.87,68.98,24.79,,,
2025/8/8,8:28:46,217.9,195.37,143.77,108.85,102.82,69.15,24.79,,,
2025/8/8,8:28:48,217.53,195.37,143.8,108.67,102.48,69.09,24.79,,,
2025/8/8,8:28:50,217.41,195.33,143.84,108.48,102.54,69,24.79,,,
2025/8/8,8:28:52,217.21,195.34,143.84,108.37,102.67,68.9,24.79,,,
2025/8/8,8:28:54,217,195.33,143.88,108.25,102.89,68.95,24.79,,,
2025/8/8,8:28:56,216.84,195.37,143.91,108.12,102.9,69,24.8,,,
2025/8/8,8:28:58,216.62,195.34,143.93,108.07,103,69.12,24.8,,,
2025/8/8,8:29:00,216.44,195.34,143.94,108.03,103.18,69.12,24.8,,,
2025/8/8,8:29:02,216.31,195.34,143.96,108,103.34,69.18,24.8,,,
2025/8/8,8:29:04,216.09,195.31,143.96,107.98,103.4,69.15,24.8,,,
2025/8/8,8:29:06,215.88,195.31,143.97,107.95,103.45,69.12,24.8,,,
2025/8/8,8:29:08,215.78,195.31,143.99,107.9,103.59,69.09,24.8,,,
2025/8/8,8:29:10,215.56,195.3,144,107.84,103.68,68.95,24.8,,,
2025/8/8,8:29:12,215.37,195.28,144,107.79,103.67,68.84,24.8,,,
2025/8/8,8:29:14,215.24,195.25,144.02,107.73,103.75,68.82,24.8,,,
2025/8/8,8:29:16,215.03,195.24,144.03,107.62,103.75,68.73,24.8,,,
2025/8/8,8:29:18,214.81,195.21,144.03,107.56,103.56,68.65,24.8,,,
2025/8/8,8:29:20,214.68,195.16,144.08,107.51,103.6,68.51,24.8,,,
2025/8/8,8:29:22,214.47,195.12,144.09,107.48,103.68,68.37,24.81,,,
2025/8/8,8:29:24,214.27,195.09,144.11,107.48,103.79,68.17,24.81,,,
2025/8/8,8:29:26,214.12,195.03,144.12,107.45,103.93,68.2,24.81,,,
2025/8/8,8:29:28,213.9,194.99,144.15,107.43,103.98,68.34,24.81,,,
2025/8/8,8:29:30,213.65,194.91,144.15,107.37,104.01,68.42,24.81,,,
2025/8/8,8:29:32,213.21,194.86,144.16,107.31,104.03,68.31,24.81,,,
2025/8/8,8:29:34,213.06,194.77,144.18,107.28,104.01,68.39,24.81,,,
2025/8/8,8:29:36,212.81,194.68,144.22,107.21,104.06,68.59,24.81,,,
2025/8/8,8:29:38,212.62,194.65,144.25,107.06,103.79,68.7,24.82,,,
2025/8/8,8:29:42,212.33,194.46,144.28,106.92,103.48,68.81,24.82,,,
2025/8/8,8:29:44,212.06,194.34,144.3,106.84,103.54,68.87,24.82,,,
2025/8/8,8:29:46,211.81,194.28,144.31,106.75,103.6,68.79,24.82,,,
2025/8/8,8:29:48,211.68,194.22,144.34,106.62,103.75,68.68,24.82,,,
2025/8/8,8:29:50,211.46,194.18,144.34,106.59,103.87,68.54,24.82,,,
2025/8/8,8:29:52,211.18,194.12,144.36,106.6,103.98,68.46,24.82,,,
2025/8/8,8:29:54,210.86,194.09,144.37,106.56,104.09,68.46,24.82,,,
2025/8/8,8:29:56,210.53,194.06,144.4,106.51,104.09,68.34,24.83,,,
2025/8/8,8:30:00,210.15,193.96,144.49,106.32,104.06,68.6,24.83,,,
2025/8/8,8:30:05,209.75,193.84,144.58,106.17,104.15,68.76,24.83,,,
2025/8/8,8:30:07,209.65,193.83,144.66,106.09,104.15,68.82,24.83,,,
2025/8/8,8:30:09,209.43,193.8,144.75,106,104.25,68.93,24.84,,,
2025/8/8,8:30:11,209.06,193.78,144.84,105.93,104.26,68.9,24.84,,,
2025/8/8,8:30:13,208.34,193.78,144.93,105.76,103.81,69.09,24.84,,,
2025/8/8,8:30:15,208.16,193.74,145.03,105.59,103.73,69.2,24.84,,,
2025/8/8,8:30:17,207.96,193.72,145.15,105.51,103.87,69.4,24.85,,,
2025/8/8,8:30:19,207.78,193.75,145.21,105.45,103.92,69.43,24.85,,,
2025/8/8,8:30:21,207.63,193.77,145.3,105.32,103.81,69.37,24.85,,,
2025/8/8,8:30:23,207.43,193.75,145.38,105.26,103.93,69.43,24.85,,,
2025/8/8,8:30:25,207.19,193.75,145.44,105.14,104.06,69.54,24.85,,,
2025/8/8,8:30:27,207.05,193.77,145.52,105.04,104.15,69.48,24.85,,,
2025/8/8,8:30:29,206.81,193.81,145.63,104.98,104.25,69.59,24.85,,,
2025/8/8,8:30:31,206.65,193.81,145.69,104.9,104.29,69.7,24.85,,,
2025/8/8,8:30:33,206.5,193.81,145.8,104.87,104.28,69.76,24.85,,,
2025/8/8,8:30:35,206.31,193.75,145.87,104.82,104.29,69.79,24.86,,,
2025/8/8,8:30:37,206.09,193.71,145.93,104.76,104.09,69.87,24.86,,,
2025/8/8,8:30:39,205.96,193.71,146.03,104.7,103.9,70.06,24.86,,,
2025/8/8,8:30:41,205.81,193.71,146.13,104.65,104.03,69.96,24.86,,,
2025/8/8,8:30:43,205.62,193.71,146.21,104.62,104.01,69.82,24.86,,,
2025/8/8,8:30:45,205.49,193.71,146.31,104.59,103.93,69.95,24.86,,,
2025/8/8,8:30:47,205.3,193.66,146.4,104.45,103.84,69.87,24.86,,,
2025/8/8,8:30:49,205.11,193.71,146.49,104.37,103.5,69.92,24.87,,,
2025/8/8,8:30:51,204.97,193.75,146.59,104.23,103.18,70.03,24.87,,,
2025/8/8,8:30:53,204.77,193.75,146.74,104.15,103.32,70.17,24.87,,,
2025/8/8,8:30:55,204.59,193.74,146.84,104.12,103.45,70.35,24.87,,,
2025/8/8,8:30:57,204.4,193.74,146.93,104.06,103.56,70.4,24.87,,,
2025/8/8,8:30:59,204.28,193.72,147.09,104,103.7,70.37,24.88,,,
2025/8/8,8:31:01,204.09,193.77,147.21,103.93,103.56,70.31,24.88,,,
2025/8/8,8:31:03,203.91,193.78,147.33,103.81,103.59,70.31,24.88,,,
2025/8/8,8:31:05,203.78,193.81,147.5,103.7,103.79,70.37,24.88,,,
2025/8/8,8:31:07,203.59,193.84,147.65,103.64,103.75,70.34,24.88,,,
2025/8/8,8:31:09,203.43,193.86,147.74,103.5,103.54,70.45,24.88,,,
2025/8/8,8:31:11,203.28,193.9,147.91,103.29,103.29,70.29,24.88,,,
2025/8/8,8:31:13,203.15,193.96,148.12,103.18,103.37,70.51,24.89,,,
2025/8/8,8:31:15,202.96,194,148.22,103.12,103.43,70.73,24.89,,,
2025/8/8,8:31:17,202.87,194.02,148.4,103.04,103.59,70.59,24.89,,,
2025/8/8,8:31:19,202.66,194.05,148.56,102.93,103.5,70.57,24.89,,,
2025/8/8,8:31:21,202.46,194.09,148.68,102.84,103.28,70.59,24.89,,,
2025/8/8,8:31:23,202.36,194.11,148.87,102.76,103.12,70.79,24.9,,,
2025/8/8,8:31:25,202.15,194.15,149.06,102.7,103.12,70.9,24.9,,,
2025/8/8,8:31:27,201.96,194.21,149.18,102.64,103.15,70.89,24.9,,,
2025/8/8,8:31:29,201.81,194.24,149.36,102.51,103.15,70.7,24.9,,,
2025/8/8,8:31:31,201.62,194.28,149.56,102.5,103.06,70.56,24.9,,,
2025/8/8,8:31:33,201.41,194.37,149.71,102.51,103.09,70.43,24.91,,,
2025/8/8,8:31:35,201.24,194.44,149.9,102.48,103.26,70.34,24.91,,,
2025/8/8,8:31:37,201.09,194.53,150.12,102.43,103.4,70.4,24.91,,,
2025/8/8,8:31:39,201.25,194.61,150.31,102.39,103.53,70.37,24.91,,,
2025/8/8,8:31:41,201.02,194.65,150.46,102.34,103.68,70.34,24.91,,,
2025/8/8,8:31:43,200.88,194.72,150.66,102.17,103.43,70.26,24.91,,,
2025/8/8,8:31:45,200.72,194.71,150.9,102.04,103.25,70.54,24.92,,,
2025/8/8,8:31:47,200.53,194.68,151,101.81,103.09,70.76,24.92,,,
2025/8/8,8:31:49,200.43,194.71,151.21,101.59,103.23,70.84,24.92,,,
2025/8/8,8:31:51,200.24,194.78,151.4,101.48,103.4,70.93,24.92,,,
2025/8/8,8:31:53,200.03,194.78,151.5,101.29,103.48,70.9,24.92,,,
2025/8/8,8:31:55,199.9,194.84,151.71,101.2,103.68,70.71,24.92,,,
2025/8/8,8:31:57,199.69,194.9,151.87,101.09,103.68,70.68,24.93,,,
2025/8/8,8:31:59,199.46,194.94,152,101.04,103.9,70.93,24.93,,,
2025/8/8,8:32:01,199.34,194.97,152.15,100.92,103.65,71.06,24.93,,,
2025/8/8,8:32:03,199.12,195.03,152.33,100.73,103.65,71.26,24.94,,,
2025/8/8,8:32:05,198.93,195.03,152.44,100.65,103.21,71.35,24.94,,,
2025/8/8,8:32:07,198.83,195,152.62,100.57,103,71.45,24.94,,,
2025/8/8,8:32:09,198.65,195,152.78,100.51,103.04,71.45,24.94,,,
2025/8/8,8:32:11,198.47,195.03,152.9,100.45,103.15,71.48,24.94,,,
2025/8/8,8:32:13,198.34,195.06,153.09,100.34,103.2,71.42,24.94,,,
2025/8/8,8:32:15,198.09,195.12,153.28,100.26,103.43,71.46,24.94,,,
2025/8/8,8:32:17,197.87,195.21,153.43,100.21,103.5,71.62,24.94,,,
2025/8/8,8:32:19,197.68,195.25,153.65,100.12,103.5,71.73,24.95,,,
2025/8/8,8:32:21,197.56,195.27,153.87,100.03,103.57,71.87,24.95,,,
2025/8/8,8:32:23,197.37,195.31,154.09,99.95,103.7,71.93,24.95,,,
2025/8/8,8:32:25,197.18,195.31,154.25,99.85,103.79,72.06,24.95,,,
2025/8/8,8:32:27,197.05,195.34,154.49,99.81,103.89,72.18,24.95,,,
2025/8/8,8:32:29,196.87,195.4,154.74,99.82,103.9,72.29,24.96,,,
2025/8/8,8:32:31,196.68,195.47,154.9,99.81,103.93,72.15,24.96,,,
2025/8/8,8:32:33,196.56,195.58,155.12,99.79,104.2,71.95,24.96,,,
2025/8/8,8:32:35,196.34,195.65,155.34,99.81,104.31,71.92,24.96,,,
2025/8/8,8:32:37,196.12,195.69,155.49,99.76,104.5,72.01,24.96,,,
2025/8/8,8:32:39,196.02,195.81,155.71,99.73,104.48,72.06,24.96,,,
2025/8/8,8:32:41,195.8,195.9,155.9,99.7,104.5,71.98,24.96,,,
2025/8/8,8:32:43,195.62,195.94,156.05,99.7,104.68,72.01,24.96,,,
2025/8/8,8:32:45,195.52,195.96,156.21,99.65,104.95,71.92,24.97,,,
2025/8/8,8:32:47,195.37,196.03,156.41,99.62,105.12,71.82,24.97,,,
2025/8/8,8:32:49,195.31,196.09,156.56,99.6,105.23,71.7,24.97,,,
2025/8/8,8:32:51,195.21,196.15,156.75,99.54,105.25,71.82,24.97,,,
2025/8/8,8:32:53,195.11,196.19,156.96,99.5,105.4,72.04,24.98,,,
2025/8/8,8:32:55,194.99,196.25,157.12,99.5,105.31,72.29,24.98,,,
2025/8/8,8:32:57,194.93,196.28,157.34,99.46,105.28,72.48,24.98,,,
2025/8/8,8:32:59,194.8,196.31,157.53,99.43,105.28,72.59,24.98,,,
2025/8/8,8:33:01,194.62,196.34,157.69,99.34,105.28,72.68,24.98,,,
2025/8/8,8:33:03,194.5,196.38,157.9,99.26,105.48,72.43,24.98,,,
2025/8/8,8:33:05,194.34,196.43,158.12,99.2,105.68,72.45,24.98,,,
2025/8/8,8:33:07,194.18,196.5,158.33,99.14,105.73,72.59,24.97,,,
2025/8/8,8:33:09,194.06,196.52,158.46,99.09,105.7,72.64,24.97,,,
2025/8/8,8:33:11,193.94,196.53,158.68,99.04,105.64,72.7,24.97,,,
2025/8/8,8:33:13,193.81,196.59,158.9,99.01,105.79,72.84,24.97,,,
2025/8/8,8:33:15,193.63,196.62,159.05,99,105.98,72.95,24.97,,,
2025/8/8,8:33:17,193.55,196.71,159.28,99.01,106.15,72.9,24.97,,,
2025/8/8,8:33:19,193.38,196.81,159.49,99.01,106.31,72.79,24.98,,,
2025/8/8,8:33:21,193.25,196.87,159.63,98.93,106.34,72.45,24.98,,,
2025/8/8,8:33:23,193.13,196.94,159.84,98.81,106.09,72.21,24.98,,,
2025/8/8,8:33:25,192.94,196.96,160.05,98.73,106.18,72.17,24.97,,,
2025/8/8,8:33:27,192.84,197,160.19,98.62,106.46,72.18,24.98,,,
2025/8/8,8:33:29,192.75,197.03,160.43,98.53,106.7,72.29,24.98,,,
2025/8/8,8:33:31,192.59,197.11,160.62,98.42,106.85,72.17,24.98,,,
2025/8/8,8:33:33,192.43,197.18,160.77,98.37,106.95,72.2,24.98,,,
2025/8/8,8:33:35,192.34,197.22,160.94,98.31,106.98,72.31,24.98,,,
2025/8/8,8:33:37,192.18,197.31,161.13,98.28,107.04,72.37,24.99,,,
2025/8/8,8:33:39,192,197.37,161.25,98.25,107.14,72.45,24.99,,,
2025/8/8,8:33:41,191.9,197.43,161.4,98.18,107.2,72.56,24.99,,,
2025/8/8,8:33:43,191.75,197.46,161.58,98.15,107.2,72.65,24.99,,,
2025/8/8,8:33:45,191.59,197.5,161.71,98.14,107.26,72.68,24.99,,,
2025/8/8,8:33:47,191.43,197.5,161.84,98.1,107.29,72.79,24.99,,,
2025/8/8,8:33:49,191.37,197.52,162,98.04,107.18,72.7,24.99,,,
2025/8/8,8:33:51,191.21,197.5,162.16,97.98,107.34,72.56,24.99,,,
2025/8/8,8:33:53,191,197.5,162.28,97.92,107.39,72.48,24.99,,,
2025/8/8,8:33:55,190.81,197.5,162.47,97.79,107.23,72.45,24.99,,,
2025/8/8,8:33:57,190.66,197.49,162.68,97.7,107.18,72.34,24.99,,,
2025/8/8,8:33:59,190.47,197.5,162.84,97.62,107.23,72.45,24.99,,,
2025/8/8,8:34:01,190.37,197.5,163.03,97.48,107.34,72.62,24.99,,,
2025/8/8,8:34:03,190.21,197.53,163.27,97.39,107.45,72.7,24.99,,,
2025/8/8,8:34:05,190.06,197.58,163.41,97.35,107.54,72.76,25,,,
2025/8/8,8:34:07,189.96,197.59,163.63,97.28,107.65,73.07,25,,,
2025/8/8,8:34:09,189.81,197.62,163.84,97.23,107.6,73.2,25,,,
2025/8/8,8:34:11,189.65,197.65,163.99,97.21,107.73,73.42,25,,,
2025/8/8,8:34:13,189.53,197.68,164.19,97.14,107.98,73.62,25,,,
2025/8/8,8:34:15,189.38,197.77,164.4,97.09,108.1,73.53,25,,,
2025/8/8,8:34:17,189.18,197.83,164.56,97.06,108.29,73.4,25,,,
2025/8/8,8:34:19,188.97,197.86,164.72,97.03,108.45,73.34,25,,,
2025/8/8,8:34:21,188.87,197.96,164.94,97.03,108.64,73.34,25,,,
2025/8/8,8:34:23,188.74,198,165.15,97.01,108.62,73.54,25,,,
2025/8/8,8:34:25,188.59,198.02,165.28,96.96,108.29,73.79,25,,,
2025/8/8,8:34:27,188.49,197.99,165.47,96.92,108.18,73.89,25,,,
2025/8/8,8:34:29,188.33,198,165.68,96.84,108.21,74.04,25,,,
2025/8/8,8:34:31,188.19,198.02,165.8,96.76,108.31,74.12,25,,,
2025/8/8,8:34:33,188.09,198.06,165.99,96.65,108.29,73.98,25,,,
2025/8/8,8:34:35,187.93,198.05,166.18,96.51,108.39,74.09,25,,,
2025/8/8,8:34:37,187.78,198.05,166.3,96.46,108.73,74.25,25,,,
2025/8/8,8:34:39,187.66,198.06,166.43,96.39,108.98,74.23,25,,,
2025/8/8,8:34:41,187.49,198.12,166.61,96.31,108.9,74.2,25,,,
2025/8/8,8:34:43,187.37,198.15,166.69,96.28,108.81,74.25,25,,,
2025/8/8,8:34:45,187.25,198.13,166.86,96.17,108.81,74.04,25,,,
2025/8/8,8:34:47,187.09,198.06,166.99,96.06,108.7,74.01,25,,,
2025/8/8,8:34:49,186.93,198.03,167.06,95.96,108.67,74.23,25,,,
2025/8/8,8:34:51,186.81,198.03,167.22,95.84,108.76,74.29,25,,,
2025/8/8,8:34:53,186.71,198,167.37,95.78,108.67,74.34,25,,,
2025/8/8,8:34:55,186.58,198.02,167.46,95.71,108.53,74.5,25,,,
2025/8/8,8:34:57,186.49,197.97,167.65,95.65,108.37,74.64,25,,,
2025/8/8,8:34:59,186.3,197.9,167.84,95.57,108.4,74.59,25,,,
2025/8/8,8:35:01,186.12,197.87,167.99,95.51,108.45,74.59,25,,,
2025/8/8,8:35:03,185.96,197.86,168.21,95.48,108.59,74.62,25,,,
2025/8/8,8:35:05,185.87,197.87,168.43,95.4,108.78,74.65,25,,,
2025/8/8,8:35:07,185.71,197.81,168.66,95.34,108.84,74.65,25,,,
2025/8/8,8:35:09,185.5,197.75,168.81,95.21,108.67,74.79,24.99,,,
2025/8/8,8:35:11,185.4,197.74,169.06,95.15,108.62,75.04,24.99,,,
2025/8/8,8:35:13,185.25,197.71,169.28,95.1,108.68,75.18,24.99,,,
2025/8/8,8:35:15,185.12,197.71,169.44,95.01,108.65,75.23,24.99,,,
2025/8/8,8:35:17,185.03,197.75,169.68,94.95,108.59,75.34,25,,,
2025/8/8,8:35:19,184.87,197.72,169.91,94.95,108.53,75.68,25,,,
2025/8/8,8:35:21,184.72,197.68,170.06,94.93,108.57,75.67,24.99,,,
2025/8/8,8:35:23,184.61,197.65,170.3,94.92,108.65,75.75,24.99,,,
2025/8/8,8:35:25,184.49,197.62,170.53,94.95,108.73,75.82,25,,,
2025/8/8,8:35:27,184.33,197.61,170.68,94.95,108.67,75.9,25,,,
2025/8/8,8:35:29,184.21,197.58,170.93,94.93,108.81,76.04,25,,,
2025/8/8,8:35:31,184.06,197.5,171.13,94.81,108.87,76.12,24.99,,,
2025/8/8,8:35:33,183.9,197.46,171.3,94.76,108.98,76.18,24.99,,,
2025/8/8,8:35:35,183.78,197.43,171.5,94.68,108.59,76.29,24.99,,,
2025/8/8,8:35:37,183.58,197.37,171.71,94.54,108.5,76.4,24.99,,,
2025/8/8,8:35:39,183.47,197.31,171.87,94.48,108.59,76.54,24.99,,,
2025/8/8,8:35:41,183.4,197.31,172.09,94.37,108.54,76.45,24.99,,,
2025/8/8,8:35:43,183.22,197.27,172.28,94.35,108.48,76.42,24.99,,,
2025/8/8,8:35:45,183.06,197.25,172.44,94.31,108.46,76.29,24.99,,,
2025/8/8,8:35:47,182.87,197.25,172.65,94.35,108.31,76.45,24.99,,,
2025/8/8,8:35:49,182.78,197.27,172.87,94.37,108.31,76.4,24.99,,,
2025/8/8,8:35:51,182.59,197.25,173.08,94.4,108.43,76.46,24.99,,,
2025/8/8,8:35:53,182.4,197.25,173.19,94.4,108.51,76.43,24.99,,,
2025/8/8,8:35:55,182.28,197.28,173.41,94.37,108.68,76.34,24.99,,,
2025/8/8,8:35:57,182.13,197.25,173.62,94.35,108.9,76.2,24.99,,,
2025/8/8,8:35:59,181.99,197.25,173.77,94.4,109.14,76.14,24.98,,,
2025/8/8,8:36:01,181.87,197.27,174.03,94.4,109.31,76.17,24.98,,,
2025/8/8,8:36:03,181.75,197.28,174.31,94.4,109.4,76.17,24.98,,,
2025/8/8,8:36:05,181.65,197.28,174.53,94.37,109.43,76.29,24.98,,,
2025/8/8,8:36:07,181.56,197.24,174.86,94.37,109.4,76.31,24.97,,,
2025/8/8,8:36:09,181.44,197.27,175.27,94.34,109.43,76.42,24.97,,,
2025/8/8,8:36:11,181.33,197.28,175.58,94.26,109.45,76.54,24.97,,,
2025/8/8,8:36:13,181.24,197.28,176.06,94.18,109.43,76.7,24.98,,,
2025/8/8,8:36:15,181.06,197.27,176.56,94.1,109.31,76.9,24.98,,,
2025/8/8,8:36:17,180.91,197.28,176.88,93.98,109.4,77.18,24.98,,,
2025/8/8,8:36:19,180.81,197.31,177.4,93.82,109.51,77.4,24.98,,,
2025/8/8,8:36:21,180.65,197.31,177.9,93.65,109.5,77.37,24.98,,,
2025/8/8,8:36:23,180.5,197.3,178.21,93.51,109.09,77.21,24.98,,,
2025/8/8,8:36:25,180.4,197.27,178.66,93.39,109.12,77.31,24.98,,,
2025/8/8,8:36:27,180.31,197.25,179.08,93.29,109.03,77.4,24.98,,,
2025/8/8,8:36:29,180.12,197.27,179.37,93.18,109.06,77.5,24.98,,,
2025/8/8,8:36:31,180,197.24,179.71,93.01,109.01,77.56,24.97,,,
2025/8/8,8:36:33,179.87,197.25,180.06,92.89,108.87,77.65,24.97,,,
2025/8/8,8:36:35,179.71,197.28,180.27,92.85,109.04,77.81,24.97,,,
2025/8/8,8:36:37,179.62,197.33,180.59,92.76,109.29,77.76,24.97,,,
2025/8/8,8:36:39,179.46,197.43,180.87,92.73,109.45,77.71,24.97,,,
2025/8/8,8:36:41,179.34,197.52,181.15,92.68,109.9,77.81,24.97,,,
2025/8/8,8:36:43,179.21,197.56,181.33,92.65,109.98,77.93,24.97,,,
2025/8/8,8:36:45,179.15,197.59,181.56,92.67,109.95,77.92,24.97,,,
2025/8/8,8:36:47,179,197.65,181.77,92.64,109.98,78.06,24.96,,,
2025/8/8,8:36:49,178.87,197.65,181.93,92.6,110.01,78.17,24.97,,,
2025/8/8,8:36:51,178.81,197.62,182.12,92.62,109.95,78.18,24.97,,,
2025/8/8,8:36:53,178.71,197.59,182.36,92.65,110.04,78.15,24.96,,,
2025/8/8,8:36:55,178.58,197.56,182.5,92.65,110.06,78.23,24.96,,,
2025/8/8,8:36:57,178.49,197.55,182.71,92.54,109.87,78.29,24.96,,,
2025/8/8,8:36:59,178.4,197.53,182.97,92.45,109.6,78.48,24.96,,,
2025/8/8,8:37:01,178.27,197.5,183.12,92.37,109.4,78.57,24.96,,,
2025/8/8,8:37:03,178.21,197.46,183.41,92.26,109.34,78.67,24.96,,,
2025/8/8,8:37:05,178.06,197.41,183.71,92.15,109.34,78.65,24.96,,,
2025/8/8,8:37:07,177.9,197.4,183.88,92.06,109.29,78.42,24.95,,,
2025/8/8,8:37:09,177.81,197.41,184.22,91.98,109.32,78.34,24.95,,,
2025/8/8,8:37:11,177.69,197.47,184.56,91.93,109.54,78.4,24.95,,,
2025/8/8,8:37:13,177.58,197.46,184.78,91.9,109.78,78.48,24.95,,,
